id,CODI_BASE,DSL,la,dc,sre,srd,dire,dird,dife,difd,dure,durd
1,101,NULL,1.55074,45.4988,5933.69,6094.57,4584.93,4645.19,1331.84,1423.68,9.22864,10.4177
2,102,103,0.917214,21.5497,4592.67,5617.47,5025.91,4553.19,1338.12,1367.91,9.61935,10.7986
3,103,NULL,1.88816,16.5396,5115.01,5996.25,5029.63,4357.6,1420.71,1378.61,11.1075,10.9997
4,104,NULL,0.571917,NULL,6906.96,NULL,5085.1,NULL,1463.28,NULL,12.0631,NULL
5,114,NULL,0.496122,8.48947,5208.75,5820.48,5049.57,4806.65,1473.31,1450.02,11.2476,11.7744
6,115,NULL,1.27371,12.1667,5383.46,5378.79,5064.97,4322.44,1522.92,1493.57,11.4034,11.6117
7,117,NULL,0.977364,63.1075,6295.19,5864.4,5039.87,4399.62,1519.44,1495.57,12.4899,12.1418
8,118,119,0.722666,NULL,5104.14,NULL,5032.52,NULL,1483.98,NULL,12.6945,NULL
9,119,NULL,0.762713,55.8732,5419.6,6036.15,5104.49,4594.86,1475.52,1484.24,11.4714,12.4664
10,122,NULL,0.728168,26.959,5566.64,5638.68,4727.6,4089.79,1427.78,1385.13,10.6556,10.7795
11,126,NULL,0.620504,90.5603,6284.56,5340.79,5064.62,3878.62,1489.08,1397.45,12.6541,11.402
12,138,229,2.72368,56.7715,6565.92,6595.3,5128.02,5086.37,1572.37,1543.88,12.9431,12.5021
13,139,138,0.747179,51.6,6712.86,6735.93,5139.47,5197.81,1546.05,1542.4,12.3883,12.5801
14,141,139,12.83,NULL,6622.98,NULL,5161.07,NULL,1582.2,NULL,12.1959,NULL
15,154,2875,10.8454,NULL,6212.35,NULL,5008.68,NULL,1539.23,NULL,11.8603,NULL
16,159,NULL,0.587559,NULL,6329.71,NULL,5062.98,NULL,1544.19,NULL,11.4234,NULL
17,164,NULL,0.685784,NULL,6469.32,NULL,5145.05,NULL,1462.17,NULL,11.4358,NULL
18,228,138,0.138109,4.44152,6115.89,6680.39,5099.67,5132.92,1553.15,1487.72,13.1546,12.5836
19,229,NULL,0.297311,3.09743,6815,6748.02,5095.08,5077.98,1566.23,1555.92,12.7883,12.702
20,1039,NULL,0.22987,124.975,5937.78,5480.2,4554.28,3984.82,1361.44,1357.64,11.6906,11.5321
21,1041,NULL,0.00663268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,1061,NULL,0.0299611,NULL,6252.66,NULL,4901.16,NULL,1445.16,NULL,11.7438,NULL
23,1062,NULL,0.0197129,NULL,6107.33,NULL,4610.69,NULL,1431.28,NULL,10.5138,NULL
24,1063,NULL,0.0492568,NULL,5379.33,NULL,4961.96,NULL,1466.7,NULL,12.7267,NULL
25,1064,NULL,0.0217472,NULL,6707.68,NULL,4743.04,NULL,1512.27,NULL,13.2119,NULL
26,1065,NULL,0.09814,NULL,6491.51,NULL,4998.47,NULL,1489.55,NULL,13.7396,NULL
27,1066,NULL,0.0841139,NULL,4008.16,NULL,4492.17,NULL,1274.14,NULL,11.8685,NULL
28,1067,NULL,0.0114389,NULL,6156.25,NULL,4932,NULL,1426.69,NULL,12.191,NULL
29,1068,NULL,0.00275779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,1069,NULL,0.219276,NULL,6585.92,NULL,4720.65,NULL,1362.76,NULL,11.8657,NULL
31,1070,NULL,0.545422,15.7569,5961.24,6227.04,4855.98,4856.96,1361.56,1424.18,10.1674,10.9832
32,1071,NULL,0.10403,4.62357,6293.43,5730.8,4924.72,4600.95,1381.71,1377.38,11.0516,11.0819
33,1072,NULL,0.14131,NULL,5241.72,NULL,5079.36,NULL,1455.46,NULL,11.2986,NULL
34,1073,NULL,0.692184,109.386,5222.98,5271.62,4726.26,3760.31,1349.01,1340.95,10.5319,11.6346
35,1074,3178,0.0726685,5.02339,5881.54,5680.67,4785.84,4388.46,1423.8,1413.07,12.7007,12.5545
36,1075,NULL,0.0107882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1076,NULL,0.109408,NULL,6675.42,NULL,4742.61,NULL,1371.95,NULL,12.1131,NULL
38,1077,NULL,1.39195,8.07983,6121.21,5836.27,4789.02,4415.77,1430.17,1411.96,13.0196,12.9474
39,1078,NULL,24.1594,118.368,6206.36,6057.25,4963.95,4650.93,1447.85,1417.01,11.2834,11.2884
40,1079,NULL,0.28897,NULL,4980.11,NULL,4637.71,NULL,1253.74,NULL,11.2782,NULL
41,1080,NULL,0.824485,31.7915,3647.96,5065.04,4380.23,3471.56,1236.93,1243.36,8.88562,10.9154
42,1081,1078,0.156652,4.15681,6219.16,6244.06,5104.62,5091.72,1461.57,1459.11,11.0177,11.0075
43,1082,NULL,0.937361,15.0108,5698.99,6050.47,4945.76,4915.18,1359.68,1360.52,9.77203,11.0713
44,1083,NULL,3.4861,642.249,3814.89,5647.17,4922.03,4327.44,1288.7,1336.02,10.6909,11.0782
45,1084,3495,0.247617,14.2393,5858.86,5733.16,5037.67,4590.31,1430.78,1412.07,12.1634,11.792
46,1085,NULL,0.097386,NULL,5315.48,NULL,5071.55,NULL,1493.66,NULL,13.698,NULL
47,1086,NULL,0.0973041,NULL,6671.38,NULL,5195.9,NULL,1424.19,NULL,12.0344,NULL
48,1087,NULL,0.214419,NULL,5463.14,NULL,5005.77,NULL,1386.19,NULL,10.6497,NULL
49,1088,NULL,0.0734956,NULL,6719.34,NULL,5155.28,NULL,1470.01,NULL,10.9307,NULL
50,1089,NULL,0.101698,NULL,4883.81,NULL,4474.61,NULL,1231.32,NULL,7.49631,NULL
51,1090,NULL,0.475296,NULL,5593.21,NULL,4662.07,NULL,1378.38,NULL,10.1727,NULL
52,1091,1095,1.48803,62.5979,6700.41,6340.9,5072.82,4894.79,1501.52,1425.54,11.1755,11.0248
53,1092,NULL,0.0754609,NULL,6300.45,NULL,5219.11,NULL,1424.47,NULL,13.8533,NULL
54,1093,1099,2.25218,43.5273,5704.44,6156.36,5068.11,4588.21,1499.67,1480.43,13.1747,12.3841
55,1094,NULL,0.691881,25.8977,4920.12,5670.76,4657.37,3920.62,1331.76,1366.91,10.8307,11.4117
56,1095,NULL,3.51699,53.1268,5323,5900.24,5015.83,4478.92,1448.95,1405.55,11.5284,11.3174
57,1096,NULL,0.0243755,NULL,5678.65,NULL,5203.2,NULL,1451.85,NULL,10.799,NULL
58,1097,NULL,0.338441,NULL,2919.9,NULL,4470.4,NULL,1251.44,NULL,6.8813,NULL
59,1098,NULL,0.130849,NULL,5848.49,NULL,5057.62,NULL,1516.48,NULL,13.9942,NULL
60,1099,NULL,10.3352,95.6702,6338.36,6380.09,5086.67,4956.68,1496.08,1436.54,12.5717,12.1941
61,1100,NULL,1.57529,42.3336,4091.16,5047.37,4598.87,3379.96,1187.43,1247.12,9.76948,10.793
62,1101,NULL,0.0330993,NULL,5167.17,NULL,4913.4,NULL,1381.32,NULL,12.2981,NULL
63,1102,NULL,0.285763,4.6337,6036.78,6316.71,5074.34,5084.84,1480.68,1437.96,10.8932,11.5153
64,1103,NULL,0.0645853,NULL,4274.04,NULL,4757.48,NULL,1288.99,NULL,11.1667,NULL
65,1104,1108,0.217763,7.53032,6483.2,6546.63,5167.87,5135.07,1465.58,1427.33,11.6882,11.8879
66,1105,NULL,0.0352844,NULL,5638.01,NULL,5191.67,NULL,1523.44,NULL,13.8815,NULL
67,1106,NULL,0.0292072,NULL,6200.48,NULL,5159.19,NULL,1534.96,NULL,12.6071,NULL
68,1107,NULL,0.120199,NULL,6673.69,NULL,5179.3,NULL,1544.23,NULL,13.7229,NULL
69,1108,NULL,0.71002,10.2247,6520.51,6517.23,5058.16,5065.55,1487.87,1448.62,12.0547,11.8225
70,1109,1099,0.0372555,0.113659,6595.84,6550.35,5192.78,5192.02,1538.03,1538.71,13.17,12.8843
71,1110,NULL,0.0889568,NULL,6161.83,NULL,5171.56,NULL,1541.16,NULL,13.3094,NULL
72,1111,NULL,0.143535,NULL,6745.93,NULL,5136.14,NULL,1543.35,NULL,13.2876,NULL
73,1112,NULL,0.106242,NULL,5665.11,NULL,4936.57,NULL,1397.98,NULL,11.9134,NULL
74,1113,1083,0.623695,172.771,2361.96,5257.1,4746.69,3871.81,1266.41,1351.56,8.04725,10.5525
75,1114,1123,0.136556,2.97868,6590.52,6631.15,5051.98,5094.96,1524.4,1484.86,13.101,13.0904
76,1115,NULL,0.0528606,NULL,6622.46,NULL,5065.29,NULL,1496.2,NULL,13.2864,NULL
77,1116,NULL,0.0871622,NULL,5473.73,NULL,4903.94,NULL,1345.12,NULL,10.0695,NULL
78,1117,NULL,0.137305,5.70058,5984.81,6244.01,4747.02,3584.59,1405.5,1329.32,12.6384,11.6108
79,1118,1128,7.58052,234.649,6128.58,6155.23,4937.51,4790.63,1385.09,1416.13,11.0988,10.5886
80,1119,1125,2.75371,41.4794,5687.2,6086.65,4838.26,4622.56,1360.78,1376.16,9.66324,10.2783
81,1120,1118,1.72106,17.4988,5996.22,6086.5,4829.92,4749.98,1400.69,1380.06,9.93851,10.4466
82,1121,NULL,0.181361,NULL,5610.27,NULL,4997.81,NULL,1452.79,NULL,9.87095,NULL
83,1122,NULL,0.0152278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,1123,1109,29.6943,217.988,5666.25,5803.59,5046.08,4461.91,1506.93,1456.22,11.0462,11.5195
85,1124,NULL,0.00525539,NULL,6252.46,NULL,4979.25,NULL,1475.28,NULL,14.3273,NULL
86,1125,1131,0.0253526,0.313578,6601.59,6530.6,4900.55,4872.25,1442.07,1437.83,9.95571,9.88955
87,1126,1131,0.010567,0.214774,NULL,6478.02,NULL,5007.11,NULL,1451.05,NULL,10.1863
88,1127,NULL,0.378694,61.3252,6187.43,5851.26,4738.23,4089.77,1441.78,1361.72,12.6213,12.5501
89,1128,3060,7.52121,74.1266,6103.41,6194.6,4916.94,4687.1,1454.39,1418.37,11.1249,10.9776
90,1129,NULL,0.0128028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,1130,NULL,0.0233854,NULL,6537.18,NULL,5038.24,NULL,1466.82,NULL,9.80194,NULL
92,1131,1120,1.38984,28.971,6401.66,6318.24,4899.15,4917.27,1435.89,1424.28,10.5799,9.94168
93,1132,NULL,0.176947,NULL,3110.1,NULL,4267.31,NULL,1188.75,NULL,8.64311,NULL
94,1133,NULL,0.102257,NULL,6238.32,NULL,4997.51,NULL,1511.54,NULL,10.1119,NULL
95,1134,1123,0.252892,3.94522,6624.09,6677.79,5078.99,5167.97,1506.64,1511.3,12.8288,12.7583
96,1135,NULL,0.00726082,NULL,6149.57,NULL,4994.11,NULL,1464.88,NULL,14.8615,NULL
97,1136,NULL,0.159041,NULL,6058.95,NULL,4820.43,NULL,1475.9,NULL,12.4088,NULL
98,1137,1123,0.238584,2.11851,6557.36,6473.43,5003.19,4994.94,1481.68,1493.54,12.173,12.1558
99,1138,1123,0.199776,11.3572,6476.71,6329.45,4884.49,4570.02,1429.66,1407.68,11.4914,11.41
100,1139,NULL,0.0504844,NULL,6460.64,NULL,5059.63,NULL,1461.83,NULL,11.0451,NULL
101,1140,NULL,0.152877,NULL,6283.2,NULL,4958.56,NULL,1461.98,NULL,11.1546,NULL
102,1141,NULL,0.0894315,NULL,5449.49,NULL,4983.53,NULL,1454.05,NULL,9.66095,NULL
103,1142,NULL,0.49203,NULL,4908.57,NULL,4755.2,NULL,1384.24,NULL,10.7516,NULL
104,1143,1123,4.37916,173.518,6087.59,5722.22,4965.42,4332.71,1461.52,1429.56,10.6886,10.8807
105,1144,NULL,0.106046,NULL,6487.82,NULL,4796.61,NULL,1489.82,NULL,11.7327,NULL
106,1145,NULL,1.07332,35.6871,6242.73,6313.13,4980.35,5005.56,1506.79,1492.88,11.9627,12.5075
107,1146,NULL,0.12201,NULL,6602.23,NULL,5023.83,NULL,1480.54,NULL,12.1466,NULL
108,1147,1159,0.089687,1.35575,6635.71,6680.62,5013.3,5168.75,1497.07,1494.66,12.4975,12.4515
109,1149,NULL,0.202729,NULL,6154.86,NULL,4925.3,NULL,1457.67,NULL,10.5273,NULL
110,1150,NULL,0.011806,NULL,5162.01,NULL,5144.04,NULL,1480.76,NULL,14.8995,NULL
111,1151,NULL,0.0304433,NULL,5658.86,NULL,5008.38,NULL,1476.13,NULL,10.0961,NULL
112,1152,NULL,0.0393466,NULL,6799.31,NULL,5078.6,NULL,1579.59,NULL,13.7046,NULL
113,1153,NULL,0.0856613,NULL,6845.71,NULL,5302.81,NULL,1468.6,NULL,13.9323,NULL
114,1154,NULL,0.0134489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,1155,NULL,0.067754,NULL,6723.86,NULL,5100.55,NULL,1575.51,NULL,13.6342,NULL
116,1156,NULL,0.0289676,NULL,5791.02,NULL,5191.73,NULL,1407.36,NULL,12.1937,NULL
117,1157,NULL,4.08996,203.067,3534.74,5308.02,4664.36,4078.12,1287.78,1382.99,9.76891,11.4678
118,1158,NULL,0.0414349,NULL,6567.2,NULL,4959.91,NULL,1508.92,NULL,12.8614,NULL
119,1159,NULL,0.200249,44.7809,6612.93,6520.85,4978.81,5077.55,1494.52,1466.06,12.6573,12.2114
120,1160,NULL,0.0154468,NULL,6089.21,NULL,4689.05,NULL,1434.93,NULL,13.2709,NULL
121,1161,NULL,0.0938727,NULL,6093,NULL,4675.02,NULL,1422.57,NULL,12.1177,NULL
122,1162,NULL,0.0360061,NULL,5674.8,NULL,4536.64,NULL,1345.69,NULL,11.1293,NULL
123,1163,NULL,0.364555,NULL,6244.33,NULL,4865.23,NULL,1427.08,NULL,11.4431,NULL
124,1164,NULL,0.0093531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,1165,NULL,0.00487655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,1166,NULL,0.296884,27.7975,4863.75,5681.7,4620.86,4212.63,1205.83,1263.97,9.21136,10.4509
127,1167,NULL,0.10383,NULL,6228.87,NULL,4660.93,NULL,1438.07,NULL,11.9747,NULL
128,1168,1177,0.0959134,21.212,5638.92,5515.71,4725.02,4227.62,1362.06,1452.78,11.509,11.0891
129,1169,1185,0.0945049,45.4809,3906.29,5495.25,5118.06,4300.77,1432.68,1380.93,9.28813,10.8534
130,1170,NULL,0.0156801,NULL,6004.34,NULL,4927.03,NULL,1428,NULL,11.1127,NULL
131,1172,NULL,2.09874,94.0804,6068.68,6364.4,4942.14,5006.36,1388.48,1438.26,11.2941,11.4819
132,1173,3337,1.13665,107.976,5120.38,5337.7,4847.37,3816.86,1395.73,1377.81,10.3996,10.86
133,1174,1181,0.0628462,8.46669,4203.28,5449.16,5184.3,3759.93,1431.99,1398.24,8.5063,9.83452
134,1175,1173,0.0832316,0.469403,5394.27,5589.31,4909.63,4928.61,1419.9,1425.47,9.81135,9.66448
135,1176,NULL,0.00395157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,1177,1250,0.435156,29.1587,5616.01,6036.31,4953.36,4743.98,1406.23,1470.79,9.93536,11.2869
137,1178,1191,0.0253957,0.567919,6232.87,6206.34,4889.21,4753.77,1461.31,1466.27,9.76289,9.86013
138,1179,NULL,0.00382178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139,1180,NULL,0.0453975,NULL,6594.78,NULL,4758.39,NULL,1308.53,NULL,13.6271,NULL
140,1181,1250,1.19461,3.52539,4678.65,5086.18,5214.32,4848.46,1514.13,1499.74,9.29677,9.9623
141,1182,1192,0.0430951,0.492513,5252.88,5257.44,5183.87,5000.22,1603.52,1595.91,12.5369,11.7965
142,1183,NULL,0.128957,NULL,6330.74,NULL,4740.71,NULL,1448.15,NULL,13.6201,NULL
143,1184,NULL,0.191111,NULL,4757.25,NULL,4775.36,NULL,1252.2,NULL,12.5715,NULL
144,1185,1250,0.486719,40.6013,6130.96,6239.42,4949.53,4827.17,1386.37,1414.4,11.5522,11.2333
145,1186,NULL,0.0127015,NULL,3650.46,NULL,4342.35,NULL,1397.29,NULL,10.0055,NULL
146,1187,NULL,0.0765233,NULL,5149.07,NULL,4871.39,NULL,1231.03,NULL,11.4195,NULL
147,1188,NULL,0.124253,NULL,6645.38,NULL,5062.25,NULL,1387.17,NULL,13.7206,NULL
148,1189,NULL,0.00586325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,1190,NULL,0.0911272,NULL,6709.21,NULL,5203.46,NULL,1502.81,NULL,12.2762,NULL
150,1191,1245,40.0168,404.97,6094,5610.21,4947.09,4165.62,1410.31,1382.27,11.0798,11.0535
151,1192,1250,0.350687,11.2425,5953.65,6121.99,4846.7,4523.47,1452.76,1486.74,11.0746,11.7305
152,1193,NULL,0.374501,NULL,5558.56,NULL,4979.61,NULL,1400.29,NULL,11.4697,NULL
153,1194,NULL,0.117007,11.1552,6477.72,6622.67,5055,5236.98,1524.62,1503.1,12.9914,13.2366
154,1195,NULL,0.0189755,NULL,6786.77,NULL,4698.14,NULL,1492.63,NULL,11.7989,NULL
155,1196,NULL,1.98479,79.6617,4928.71,5655.71,4894.22,3986.02,1391.22,1436.49,12.2556,12.4537
156,1197,NULL,0.017539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,1198,1250,0.272536,11.0886,5797.51,5894.06,4856.81,4359.98,1427.63,1454.28,10.5596,10.8461
158,1199,NULL,0.235128,NULL,4319.49,NULL,4729.81,NULL,1343.35,NULL,11.6473,NULL
159,1200,NULL,0.431005,NULL,6644.48,NULL,4684.54,NULL,1357.16,NULL,12.1969,NULL
160,1201,NULL,0.0221648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161,1202,1206,0.143883,9.57117,6597.61,6509.44,5012.81,5126.12,1476.33,1472.33,11.3697,11.6405
162,1203,NULL,0.039807,NULL,6799.11,NULL,5220.6,NULL,1524.58,NULL,11.9465,NULL
163,1204,NULL,0.172404,NULL,5868.42,NULL,4987.05,NULL,1390.22,NULL,12.3566,NULL
164,1205,NULL,0.0363944,NULL,6650.94,NULL,5197.73,NULL,1552,NULL,11.9645,NULL
165,1206,3332,0.214926,5.55217,6693.6,6574.55,5039.59,5129.47,1507.84,1485.69,12.3798,11.9627
166,1207,NULL,0.00910074,NULL,6035.42,NULL,5262.99,NULL,1539.76,NULL,12.2093,NULL
167,1208,NULL,0.0046609,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,1209,NULL,0.839694,51.4279,6363.66,6635.09,4998.46,5183.04,1528.56,1499.75,12.5335,12.5741
169,1210,NULL,0.0364772,NULL,6284.3,NULL,5036.2,NULL,1467.69,NULL,11.5051,NULL
170,1211,NULL,0.00796249,NULL,6710.09,NULL,5192.63,NULL,1555.99,NULL,11.8804,NULL
171,1212,NULL,0.0200985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,1213,NULL,0.122378,NULL,6769.25,NULL,5143.78,NULL,1542.81,NULL,12.5991,NULL
173,1214,NULL,0.00270626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,1215,NULL,0.00895467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,1216,NULL,0.00837656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,1217,NULL,0.0216125,NULL,6222.4,NULL,5146.8,NULL,1550.29,NULL,13.1164,NULL
177,1218,NULL,0.0378507,NULL,6774.21,NULL,4913.73,NULL,1524.69,NULL,13.0054,NULL
178,1219,NULL,0.164588,NULL,4305.14,NULL,4978.09,NULL,1483.82,NULL,12.8814,NULL
179,1220,NULL,0.0441506,NULL,5168.23,NULL,4905.04,NULL,1401.01,NULL,12.1501,NULL
180,1221,NULL,0.0434481,NULL,5936.43,NULL,4997.48,NULL,1540.37,NULL,11.6388,NULL
181,1222,NULL,0.0699481,NULL,6406.06,NULL,4779.1,NULL,1476.05,NULL,13.3045,NULL
182,1223,NULL,0.0176633,NULL,6094.45,NULL,4905.69,NULL,1458.1,NULL,11.4992,NULL
183,1224,NULL,0.0100445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,1225,NULL,0.0612527,NULL,6226.24,NULL,4993.18,NULL,1527.74,NULL,12.9688,NULL
185,1226,NULL,0.0537905,NULL,5563.02,NULL,4878.47,NULL,1454.07,NULL,11.125,NULL
186,1227,NULL,0.0503864,NULL,6119.39,NULL,5120.6,NULL,1530.02,NULL,13.9753,NULL
187,1228,NULL,0.0124117,NULL,6682.24,NULL,4985.07,NULL,1431.75,NULL,12.0671,NULL
188,1229,NULL,0.014264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,1230,NULL,0.0261335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,1231,NULL,0.0249592,NULL,6284.01,NULL,5125.04,NULL,1548.55,NULL,13.9413,NULL
191,1232,NULL,0.033539,NULL,6278.1,NULL,4606.96,NULL,1339.5,NULL,12.091,NULL
192,1233,NULL,0.0121374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,1234,NULL,0.282157,NULL,5752.05,NULL,5006.98,NULL,1511.19,NULL,12.9019,NULL
194,1235,NULL,0.00841326,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,1236,NULL,0.0188491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,1237,NULL,0.219116,NULL,6414.13,NULL,4924.26,NULL,1436.8,NULL,11.6415,NULL
197,1238,NULL,0.0346304,NULL,6478.99,NULL,4959.06,NULL,1374.08,NULL,11.5802,NULL
198,1239,1250,1.07139,53.2163,6076.47,5531.01,4403.59,4256.65,1237.11,1266.64,11.1752,10.2966
199,1240,NULL,0.165284,NULL,4978.95,NULL,5052.87,NULL,1520.48,NULL,12.3265,NULL
200,1241,NULL,0.293352,NULL,6375.04,NULL,4967.52,NULL,1450.65,NULL,12.1756,NULL
201,1242,NULL,0.0786124,NULL,4775.89,NULL,5042.95,NULL,1532.83,NULL,12.6047,NULL
202,1243,NULL,0.0283414,NULL,6560.22,NULL,4965.87,NULL,1459.46,NULL,11.8754,NULL
203,1244,NULL,0.870677,16.465,5788.11,6152.95,4934.53,4515.3,1459.95,1441.38,13.4029,12.415
204,1245,1191,5.59334,155.489,5063.4,5297.07,4760.1,3891.28,1378.01,1338.98,10.1534,11.1143
205,1246,NULL,0.00909293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
206,1247,NULL,0.0946665,NULL,4902.5,NULL,5095.75,NULL,1544.07,NULL,11.4004,NULL
207,1248,NULL,0.0152077,NULL,5898.7,NULL,4710.05,NULL,1454.52,NULL,13.5621,NULL
208,1249,NULL,4.12079,76.6106,5760.15,6346.18,5017.35,5032.07,1484.99,1498.03,9.95827,12.0777
209,1250,NULL,48.4406,930.651,5369.95,5410.63,4274.39,4167.77,1231.71,1261.65,8.20108,9.94096
210,1251,NULL,0.0662035,NULL,5902.75,NULL,4966.66,NULL,1538.3,NULL,12.7579,NULL
211,1252,NULL,0.0610944,NULL,5197.11,NULL,4659.15,NULL,1331.25,NULL,11.5863,NULL
212,1253,NULL,0.00592188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,1254,NULL,0.0235569,NULL,6248.97,NULL,5006.43,NULL,1551.12,NULL,13.1288,NULL
214,1255,NULL,0.037128,NULL,6184.36,NULL,5227.58,NULL,1561.61,NULL,11.3289,NULL
215,1256,NULL,0.0192694,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216,1257,NULL,0.0160367,NULL,5556.18,NULL,4847.85,NULL,1555.21,NULL,11.7114,NULL
217,1258,NULL,0.0150421,NULL,5648.75,NULL,5086.63,NULL,1567.36,NULL,12.2523,NULL
218,1259,NULL,0.0868795,NULL,6277.31,NULL,5034.75,NULL,1517.99,NULL,10.6222,NULL
219,1260,NULL,0.0197422,NULL,6793.58,NULL,4884.77,NULL,1552.57,NULL,12.9702,NULL
220,1261,NULL,0.00353519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,1262,1285,13.3675,98.2908,5128.96,5922.91,4932.29,4564.52,1392.38,1350.54,10.9121,10.5336
222,1263,NULL,0.00206717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,1264,NULL,0.159979,NULL,6553.5,NULL,5139.16,NULL,1561.27,NULL,11.7609,NULL
224,1265,NULL,0.00533125,NULL,6453.31,NULL,5039.74,NULL,1471.79,NULL,11.8662,NULL
225,1266,NULL,0.00189606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
226,1267,NULL,0.516902,41.8478,5358.77,5489.98,4995.35,3917.18,1467.39,1463.85,12.3853,11.8172
227,1268,NULL,0.00296403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228,1269,NULL,0.00859377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
229,1270,NULL,0.0105172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
230,1271,NULL,0.00564765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231,1272,NULL,0.00492579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,1273,NULL,0.0179625,NULL,4812.56,NULL,5274.19,NULL,1522.27,NULL,10.3807,NULL
233,1274,NULL,0.00816951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,1275,NULL,0.230255,NULL,6099.46,NULL,5068.15,NULL,1497.35,NULL,11.9005,NULL
235,1276,NULL,0.0275406,NULL,4105.83,NULL,5066.92,NULL,1520.76,NULL,11.7387,NULL
236,1277,NULL,0.00152576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,1278,NULL,0.00751562,NULL,5758.57,NULL,5306.91,NULL,1523.71,NULL,11.2693,NULL
238,1279,NULL,0.0741529,NULL,6783.08,NULL,5190.58,NULL,1476.77,NULL,12.0185,NULL
239,1280,NULL,0.210893,NULL,4218.19,NULL,4778.79,NULL,1384.92,NULL,7.68305,NULL
240,1281,NULL,0.133214,NULL,5883.49,NULL,5071,NULL,1485.69,NULL,11.615,NULL
241,1282,NULL,3.65031,97.3365,5127.15,5521.68,4856.99,4256.45,1360.06,1312.41,11.2463,11.3779
242,1283,NULL,0.018071,NULL,5878.09,NULL,4717.95,NULL,1417.8,NULL,13.2142,NULL
243,1284,NULL,0.106951,NULL,6590.5,NULL,5207.6,NULL,1596.24,NULL,13.164,NULL
244,1285,3377,3.16031,44.7432,6198.18,6306.2,5018.94,4954.93,1413.88,1424.29,11.7117,11.438
245,1286,NULL,0.0167953,NULL,6805.4,NULL,4953.62,NULL,1574.96,NULL,13.6692,NULL
246,1287,NULL,0.0403843,NULL,5233.54,NULL,5221.5,NULL,1495.07,NULL,10.4423,NULL
247,1288,NULL,0.112865,NULL,6690.93,NULL,5269.02,NULL,1576.82,NULL,14.27,NULL
248,1290,NULL,0.100983,NULL,6405.66,NULL,5178.79,NULL,1607.05,NULL,14.3973,NULL
249,1291,NULL,0.412857,22.9409,5891.21,6015.14,4999.03,4495.85,1476.58,1471.4,12.7427,12.3957
250,1292,1285,0.127413,NULL,5456.3,NULL,5011.62,NULL,1420.76,NULL,10.3535,NULL
251,1293,NULL,0.126651,50.9788,5501.6,5904.41,4977.26,4119.44,1408.19,1424.95,12.5522,11.7521
252,1294,NULL,0.182553,NULL,5863.14,NULL,5168.35,NULL,1520.16,NULL,10.4718,NULL
253,1295,NULL,0.00290778,NULL,6714.87,NULL,5035.05,NULL,1554.24,NULL,12.8946,NULL
