id,CODI_BASE,DSL,la,dc,sre,srd,dire,dird,dife,difd,dure,durd
768,1822,1826,0.0822365,1.46233,3212.5,2958.4,2551.15,2337.68,929.401,943.08,6.37317,6.49521
769,1823,1845,0.906904,7.53663,3932.67,3645.84,2771.7,2611.23,1035.01,1015.89,8.33213,7.88802
770,1824,NULL,0.00420317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
771,1825,1830,0.100821,1.19265,3698.42,3752.26,2813.58,2793.66,1043.03,1038.87,7.36655,7.45791
772,1826,1809,0.026195,4.87392,3830.64,3639.14,2423.45,2452.4,936.814,912.761,7.7177,8.41279
773,1827,NULL,0.0416356,NULL,4018.87,NULL,2878.36,NULL,1027.57,NULL,9.12756,NULL
774,1828,1830,0.0469879,0.774949,3610.13,3611.3,2947.82,3104.74,972.741,981.154,6.90207,7.02286
775,1829,1845,0.474412,12.6238,3681.85,3437.19,2757.09,2519.84,978.996,973.601,7.44304,7.6494
776,1830,3024,2.98142,39.575,3128.72,3071.28,2740.25,2320.54,1016.7,1000.54,6.49509,6.61673
777,1831,1522,0.349986,7.66411,3685.97,3730.41,2839.48,3121.14,951.036,920.347,9.01716,8.67675
778,1832,1830,0.0579976,23.4441,2845.82,3451.53,3281.81,1539.47,979.536,966.822,7.41298,7.43254
779,1833,NULL,0.022115,NULL,3707.51,NULL,3105.84,NULL,1050.94,NULL,8.24048,NULL
780,1834,1522,2.72167,103.456,2818.57,3093.25,2601.99,2086.27,930.265,911.401,5.89719,6.73744
781,1835,1800,0.396731,17.9107,3934.71,3978.24,2832.71,3253.54,1004.77,1064.76,8.36196,8.82904
782,1836,3026,0.10028,1.40256,4094.91,3957.96,2879.5,2798.34,1070.47,1076.2,7.66899,7.69499
783,1837,NULL,0.457538,NULL,3910.03,NULL,2877.51,NULL,1013.38,NULL,9.7995,NULL
784,1838,3374,1.08656,10.6392,3638.13,3751.72,2792.35,2883.47,987.772,952.413,7.88482,8.17321
785,1839,NULL,0.0871033,NULL,3764.79,NULL,2835.93,NULL,1025.55,NULL,8.82251,NULL
786,1840,1843,0.107404,12.7692,3494.3,3493.77,2770.34,3078.2,969.965,969.613,6.82924,7.6978
787,1841,3372,0.0801711,1.50102,2642.83,2406.48,2651.13,2262.58,976.532,943.354,6.99108,5.91429
788,1842,3372,0.321888,6.15738,3238.68,3670.75,2773.89,2784.7,980.941,949.899,7.51925,8.38063
789,1843,1849,0.0569585,4.61222,3909.13,3566.3,3103.83,3223.72,1019.15,1030.9,7.56166,7.95466
790,1844,1846,0.0438433,0.472476,3051.11,3683.88,2611.88,2432.56,1042.33,1034.72,9.17891,9.29595
791,1845,1801,13.6303,173.252,3366.49,3294.67,2737.02,2445.55,965.761,947.121,7.36074,7.61088
792,1846,1847,0.0372222,0.625673,3370.33,2834.11,2501.92,2624.99,1034.58,1043.48,7.58034,7.39286
793,1847,1854,0.0482574,2.10027,3665.81,3482.53,2667.59,2499.11,1035.34,1027.61,7.96552,7.82853
794,1848,NULL,0.00641721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
795,1849,1898,0.0798432,0.668181,4243.83,4084.49,3033.03,3095.95,1066.79,1067.97,8.39031,8.13331
796,1850,3372,0.0589819,10.3261,3675.05,3656.35,2881.83,3080.56,972.679,906.724,7.39332,8.24654
797,1851,3371,0.0567428,0.961782,3096.86,2961.17,2492.65,2050.98,953.9,924.705,6.75445,6.48124
798,1852,NULL,0.124204,NULL,3785.07,NULL,2586.15,NULL,1004.89,NULL,7.96474,NULL
799,1853,1522,1.72334,19.1745,4116.43,3949.76,2864.61,3080.24,1014.62,1014.29,9.61891,9.29654
800,1854,XX135,0.0391714,2.14935,3592.17,3563.38,2384.23,2331.73,1005.69,997.486,8.07808,8.56645
801,1855,1878,0.113743,4.9536,3239.03,4426.06,2909.21,1981.42,1062.57,1042.6,8.5995,10.0165
802,1856,1522,0.0815898,2.37278,2696.96,3333.3,2711.72,2385.11,1005.27,972.799,8.31124,7.04863
803,1857,1867,0.177215,1.86165,3703.82,3778.2,2608.84,2388.75,1029.05,1022.13,8.30895,8.48657
804,1858,XX90,0.234715,16.5976,3658.32,3674.13,2737.28,2842.13,975.48,929.161,7.24609,8.27774
805,1859,NULL,0.016904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
806,1860,1845,0.985709,21.2199,3194.25,3564.91,2791.62,2101.74,1031.12,984.845,7.3076,8.12996
807,1861,NULL,0.582102,6.28346,3263.79,3508.95,2678.82,2000.3,987.827,951.372,8.2055,8.5628
808,1862,3368,0.0434789,0.98526,3082.16,2663.52,2595.57,2122.74,993.993,966.338,6.89552,5.72079
809,1863,1860,1.78631,11.7673,3614.25,3778.32,2779.52,2503.52,1035.06,998.74,8.13868,8.20793
810,1864,NULL,0.00690474,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
811,1865,1858,5.11744,81.4277,2899.3,3235.78,2707.2,2369.78,983.172,942.728,6.00876,7.34267
812,1866,3368,0.0461149,2.25542,3072.12,3007.39,2602.55,2684.89,987.256,954.353,6.85049,6.28728
813,1867,1863,0.138541,9.29428,3576.08,3422.45,2794.67,2979.12,1029.32,972.915,8.15499,7.45844
814,1868,NULL,1.43669,20.5439,4311.97,4237.3,2854.66,3220.2,985.694,969.811,9.34574,9.38385
815,1869,1867,7.38319,63.9244,3081.88,3227.77,2649.3,2177.98,983.535,951.686,5.78032,6.82381
816,1870,1886,0.0100431,0.460566,NULL,3570.72,NULL,2649.56,NULL,1021.93,NULL,7.8124
817,1871,1886,0.0177448,0.306543,3650.03,3515,2924.86,2633.93,1030.26,1011.56,8.32449,7.71421
818,1872,NULL,0.0308221,NULL,4099.17,NULL,2951.41,NULL,1052.81,NULL,8.79862,NULL
819,1873,1866,1.09283,14.9094,3109.01,3066,2560.95,2349.51,951.238,911.176,5.96601,6.47443
820,1874,1860,0.0321471,2.50841,3200,3350.67,2475.08,2511.26,994.652,1010.81,8.59066,7.86426
821,1875,NULL,1.75262,147.904,3235.56,3207.85,2663.3,2012.15,979.116,964.12,7.17634,7.67424
822,1876,1877,0.0695391,25.0678,2834.91,3055.6,3145.59,1566.04,966.744,934.526,7.60618,7.13052
823,1877,1865,0.13341,2.76885,3369.94,3005.58,2911.67,2691.64,969.305,963.646,8.24096,7.1747
824,1878,1920,0.642835,12.7951,3065.72,3658.67,2843.56,2530.69,1049.71,1039.93,7.74102,8.54021
825,1879,NULL,0.00203363,NULL,4487.72,NULL,2897.03,NULL,1059.66,NULL,10.841,NULL
826,1880,NULL,0.00408596,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
827,1881,1892,0.499567,21.0739,2686.05,3744.44,2657.32,2392.9,981.681,948.367,8.0691,8.51308
828,1882,NULL,0.899974,39.9897,4090.23,3934.81,2933.47,3144.44,1064.67,1030.76,9.51877,9.29901
829,1883,1522,7.63131,393.835,2993.99,3437.64,2742.36,2597.44,903.767,933.306,7.76553,8.21268
830,1884,1873,0.307774,38.8222,2668.99,3005.91,2875.79,1889.19,921.064,907.479,7.28133,6.81171
831,1885,NULL,0.00459689,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
832,1886,3072,7.52291,54.0874,3258.68,3377.03,2842.8,2473.04,1016.51,971.632,7.2134,7.59801
833,1887,1868,0.308611,3.91348,2717.38,3721.07,2830.62,2913.03,978.073,952.221,7.35919,8.41895
834,1888,NULL,0.215196,NULL,3483.57,NULL,2911.55,NULL,1065.23,NULL,9.08446,NULL
835,1890,1886,0.0332825,4.59314,NULL,4124.51,NULL,3486.66,NULL,991.183,NULL,9.14427
836,1891,1877,0.030248,1.45637,3084.23,3160.47,3097.45,2524.2,962.113,948.428,7.85574,7.91873
837,1892,1896,0.049735,1.96534,3002.44,3163.09,2881.92,3231.53,1023.58,1015.5,7.42497,6.82992
838,1893,NULL,0.185575,NULL,4435.31,NULL,2980.39,NULL,1067.67,NULL,9.7492,NULL
839,1895,1897,0.500331,6.18124,4087.99,3819.25,2882.98,2400.85,1036.05,1000.21,8.97968,8.6237
840,1896,1898,0.160314,8.32172,3914.88,3750.18,2689.59,2877.16,978.891,997.788,9.40776,8.45285
841,1897,1914,0.155027,4.71802,3842.73,3703.92,2612.67,2772.65,1027.45,1042.25,8.53311,8.5481
842,1898,1926,0.219669,34.7061,3537.65,3742.42,2923.92,2696.68,978.927,988.632,8.85387,8.53294
843,1900,1929,0.364819,6.46761,3398.16,3423.85,2853.78,2582.66,1050.71,1021.89,7.75345,7.99272
844,1901,1900,0.0187918,0.273974,NULL,3009.38,NULL,2719.68,NULL,1044.97,NULL,7.9278
845,1902,NULL,0.00419612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
846,1903,3062,0.0572046,4.79864,3991,4018.99,2885.72,3059.52,990.25,1015.56,8.90263,8.9397
847,1904,1917,0.0367433,4.35316,4414.88,4412.56,2809.32,3538.56,978.635,996.197,9.08185,9.23109
848,1905,1901,0.324495,7.76045,3262.15,3693.06,2687.31,2182,1025.6,1029.88,9.20169,8.93808
849,1906,1939,7.27202,74.0661,2974.8,3822.66,2836.53,2868.68,997.108,978.311,7.62621,8.88048
850,1907,NULL,0.0529622,NULL,3533.03,NULL,2911.78,NULL,1044.11,NULL,9.06602,NULL
851,1908,NULL,0.146463,10.0946,2639.12,3551.91,2801.86,2156.37,1038.14,1001.41,7.52015,8.39641
852,1909,NULL,0.0930552,0.718278,2565.19,2721.37,2859.35,2958.15,1043.96,1040.37,7.05924,6.88554
853,1910,3062,0.0108431,0.552121,4321.27,3934.78,2935.79,2959.1,1014.17,1014.28,9.40966,8.94785
854,1911,NULL,3.30887,75.3941,3057.2,3601.69,2805.1,2644.18,1005.72,1011.57,8.2289,8.85992
855,1912,NULL,0.092429,NULL,4374.23,NULL,3020.97,NULL,993.847,NULL,11.2462,NULL
856,1914,1906,0.739546,18.914,3905.21,4095.01,2749.87,2673.06,978.783,978.904,8.33454,9.17726
857,1915,NULL,1.89193,44.797,3373.25,3622.16,2761.92,2511.64,1012.82,1010.77,8.57858,9.00925
858,1916,1904,0.0295745,9.26816,4390.07,4457.59,3151.93,3511.37,1025.56,1039.09,8.75056,9.70961
859,1917,3061,6.17742,63.9501,3882.02,4008.63,2853.38,3116.67,965.676,983.816,9.00962,9.10842
860,1918,NULL,0.447272,5.56016,4092.11,3992.78,2639.24,2100.76,984.428,978.582,9.19598,8.86436
861,1919,NULL,0.0406828,NULL,3954.46,NULL,3036.21,NULL,1015.93,NULL,7.84769,NULL
862,1920,1914,7.22778,176.861,3605.48,3852.19,2831.66,2981.65,1024.38,1022.49,7.93385,8.8419
863,1921,NULL,0.069985,NULL,4487.02,NULL,2987.92,NULL,1019.27,NULL,10.1604,NULL
864,1922,NULL,0.0057368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
865,1923,NULL,0.00555937,NULL,4393.13,NULL,2751.83,NULL,1042.63,NULL,10.522,NULL
866,1924,1883,0.243068,11.3818,2464.91,3166.97,2613.72,2181,976.62,958.441,6.49566,7.78103
867,1925,NULL,0.0186673,NULL,3622.86,NULL,3276.59,NULL,1050.14,NULL,10.0191,NULL
868,1926,1883,6.26194,112.863,3732.02,3776.59,2660.77,2907.28,884.842,887.464,8.19398,8.29898
869,1927,NULL,0.0293262,NULL,3858.95,NULL,2681.09,NULL,1000.45,NULL,8.37234,NULL
870,1928,1976,2.41547,15.9387,4268.65,3991.33,2888.46,2890.05,1060.13,1044.7,9.90874,9.59873
871,1929,3256,2.03187,50.8275,3232.12,3462.86,2743.36,2500.43,1010.54,986.894,7.26745,8.23857
872,1930,1948,0.274636,1.32914,3465.29,3507.87,2877.63,2857.52,1077.95,1077.97,8.87402,8.86874
873,1931,1924,1.77827,155.213,2973.9,3130.34,2558.43,2086.25,962.042,918.401,5.77882,6.87394
874,1932,1936,0.031047,5.37714,3612.83,3478.17,2658.84,2702.22,1064.16,1061.09,9.43966,8.44097
875,1933,1929,0.0194995,0.343952,3354.13,3319.19,2784.41,2645.38,1015.85,1024.77,8.02677,7.76657
876,1934,3256,0.292521,6.49918,3449.11,3457.5,2743.41,2812.54,989.516,970.409,8.36447,7.79832
877,1935,3416,0.0113728,0.680319,4528.5,4505.35,2843.12,2247.74,991.439,965.206,9.78378,9.58902
878,1936,1951,0.186382,13.2037,3472.47,3511.22,2934.76,2486.19,1068.27,1053.35,9.34949,8.5934
879,1937,3064,0.14923,1.8317,3337.78,3564.39,2862.14,3235.69,935.46,949.434,9.46886,8.71631
880,1938,NULL,0.0293932,NULL,2573.1,NULL,2924,NULL,990.418,NULL,7.35298,NULL
881,1939,NULL,4.80546,74.5321,3375.41,3418.38,2588.44,2606.02,884.153,888.953,7.61088,7.60039
882,1940,3031,3.98319,51.1329,2954.13,3368.56,2761.19,2356.44,1013.55,1005.53,7.06649,8.0564
883,1941,1935,0.412217,5.86004,4518.23,4357.72,2682.17,1968.86,960.301,926.348,9.53456,9.04727
884,1942,1883,0.0887019,0.633862,3140.57,3060.63,2596.4,2580.57,958.361,965.834,6.02469,6.15532
885,1943,XX426,0.0325413,0.955214,2570.16,2863.23,2481.14,2155.89,1025.48,1004.93,6.39226,6.95956
886,1944,3032,0.0103087,0.107654,NULL,3841.13,NULL,2881.78,NULL,1020.06,NULL,8.54816
887,1945,1937,1.35476,26.0169,2935.25,3693.33,2714.76,2934.11,903.895,944.115,7.6437,8.38072
888,1946,1951,0.0382901,2.18481,3456.53,3591.51,2845.59,2591.22,1085.96,1079.48,9.50197,9.21098
889,1947,NULL,0.0111219,NULL,3508.33,NULL,2401.65,NULL,1034.59,NULL,10.2526,NULL
890,1948,1954,0.349444,1.97568,3623.87,3525.69,2918.9,2849.85,1088.35,1083.6,7.5846,8.12195
891,1949,1940,0.088125,3.40515,3118.23,3610.83,2691.46,2005.76,1014.4,989.72,8.08397,8.16019
892,1950,3036,0.0305434,0.971931,3815.04,3781.04,2701.41,2568.41,1033.38,1012.61,8.31348,8.13387
893,1951,1973,0.228289,25.2586,2739.91,3469.64,2735.82,2335.36,991.976,1000.64,7.43059,8.36389
894,1952,NULL,0.00705239,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
895,1953,1946,0.0251915,0.323532,3460.24,3416.29,2668.08,2516.24,1075.35,1083.16,9.41169,9.50298
896,1954,3075,0.0304851,0.742922,4463.64,4431.1,2874.11,2739.92,1081.58,1090.75,9.12012,9.18735
897,1955,NULL,0.00723443,NULL,3735.49,NULL,3234.56,NULL,1049.07,NULL,10.4534,NULL
898,1956,NULL,0.00645321,NULL,3442.53,NULL,3180.11,NULL,1049.06,NULL,10.0439,NULL
899,1957,NULL,0.0407191,NULL,4312.41,NULL,2612.84,NULL,1012.58,NULL,10.2899,NULL
900,1958,NULL,0.0011891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
901,1959,1950,0.0147338,0.508208,3810.35,3741.93,2606.83,2390.57,1034.21,1007.72,8.19716,8.08618
902,1960,1973,0.0409351,0.374884,3162.58,3287.49,2790.98,2658.8,1006.06,987.954,7.77553,7.95591
903,1961,NULL,0.00356723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
904,1962,NULL,0.000232027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905,1963,3036,0.0141658,0.740935,3817.63,3807.13,2741.01,2622.47,1035.76,1007.73,8.41058,8.16026
906,1964,NULL,0.0110227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
907,1965,1979,0.0348589,0.476492,3759.35,3952.82,2755.14,2581.35,1079.23,1077.93,9.77117,9.77297
908,1966,NULL,0.00412032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
909,1967,NULL,0.00472578,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
910,1968,2035,1.30361,85.8181,3184.02,3476.13,2783.18,2392.85,1002.63,984.341,7.44076,7.84528
911,1969,NULL,0.0123649,NULL,4081.51,NULL,3167.49,NULL,1050.56,NULL,10.089,NULL
912,1970,NULL,0.0112602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
913,1971,1976,1.3051,41.5254,4182.29,4074.14,2837.76,3080.17,1021.15,1027.35,8.76964,9.26527
914,1972,NULL,0.00232033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
915,1973,3029,1.39671,13.1078,3160.33,3081.66,2746.09,2227.88,989.384,968.969,7.53187,7.48365
916,1974,NULL,0.0134759,NULL,3020.34,NULL,3026.71,NULL,999.557,NULL,9.12884,NULL
917,1975,XX65,0.0288286,0.618186,2745.59,2539.5,3328.92,2387.06,968.119,928.67,6.93285,5.78705
918,1976,1939,4.14204,44.5069,3963.94,3841.26,2770.7,2834.92,984.291,945.895,8.7041,8.444
919,1977,NULL,0.00113046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
920,1978,NULL,0.0224759,NULL,3095.99,NULL,2991.61,NULL,1016.7,NULL,9.30216,NULL
921,1979,1989,0.13133,9.92261,2705.59,3515.59,2476.07,2317.95,956.37,966.15,6.78249,8.63132
922,1980,1931,0.057554,0.884924,3244.97,3023.81,3037.36,2750.03,1021.59,1033.33,7.38959,7.7697
923,1981,1975,1.54427,23.3947,2521.53,2859.24,2755.65,1692.36,980.118,908.229,6.51589,6.1535
924,1982,3256,0.0819302,1.54172,2055.05,3102.16,2797.67,2842.78,1004.53,982.335,5.89709,7.5027
925,1983,3256,0.0676323,1.83828,3450.94,3265.79,2799.31,2414.84,995.021,962.17,7.69332,8.05577
926,1984,1883,0.113451,3.00058,3300.34,2960.28,2738.25,2155.68,981.937,968.738,7.78377,7.40187
927,1985,2003,0.032435,0.600025,2697.43,3261.71,2946.56,3056.36,1035.65,1023.35,8.29117,8.25936
928,1986,1984,0.151226,22.3476,2727.25,3114.03,2742.86,2063.33,992.567,952.59,6.30367,7.16786
929,1987,3257,0.327283,4.60836,3830.13,3777.09,2693.88,2584.5,995.691,963.108,8.31283,8.14901
930,1988,3256,0.0602347,2.22987,2032.36,3340.22,2700.95,1915.77,979.332,943.271,7.72603,8.47349
931,1989,2002,0.0713386,4.59808,2872.05,3102.64,2523.34,2203.52,963.774,924.434,6.649,6.77222
932,1990,1993,9.01556,116.184,3321.66,3687.55,2804.07,2892.02,1007.24,986.538,7.77057,8.55261
933,1991,2002,0.0810716,2.01039,3854.67,3176.85,2730.81,2593.75,997.603,957.117,6.98184,6.39542
934,1992,2003,0.0179925,0.958856,NULL,3795.7,NULL,3007.44,NULL,1041.14,NULL,9.06164
935,1993,2043,12.2149,113.238,2855.6,3531.78,2740.71,2448.39,992.755,978.988,6.90473,8.24753
936,1994,1990,0.46473,2.99585,3854.95,3854.96,2861.7,2835.58,1013.3,993.359,8.84667,8.79428
937,1995,3257,0.151672,2.41952,3924.21,3611.32,2811.25,2575.67,991.504,939.728,7.96878,7.77141
938,1996,1994,0.0657271,5.92148,4206.74,4119.03,2891.47,3039.2,989.856,962.06,8.95282,8.96916
939,1997,1883,0.738258,2.66789,3472.29,3672.17,2772.25,2822.72,977.562,965.507,8.24726,8.44209
940,1998,2011,1.43132,12.7609,2379.86,3048.13,2564.67,2308.87,948.099,900.863,5.46178,6.74191
941,1999,NULL,0.537496,13.8922,3848.67,4062.69,2865.57,3315.17,961.754,1003.16,8.20497,9.32058
942,2000,NULL,0.0233776,NULL,4130.37,NULL,2779.39,NULL,1023.94,NULL,8.29428,NULL
943,2001,1996,0.0313042,2.80385,4033.27,3979.18,2860.32,2860.85,1007.45,991.43,9.1144,9.04629
944,2002,2003,8.04,97.1114,2943.88,3103.64,2467.56,1980.25,940.189,909.961,5.76698,6.82729
945,2003,3256,15.9305,48.9838,3659.27,3487.78,2772.91,2648.57,1009.3,970.534,7.93259,7.61595
946,2004,NULL,0.0223565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
947,2005,NULL,0.0220517,0.661138,4166.37,4258.52,3108.46,3377.19,983.566,974.106,9.43114,9.51013
948,2006,2047,0.0817574,28.4615,2536.29,3296.05,2659.66,2453.75,977.737,979.774,6.33766,7.76153
949,2007,2026,0.075032,0.449378,3497.72,3725.8,2762.23,2787.7,1033.69,1030.08,8.8011,8.49912
950,2008,2001,0.0610795,0.614094,3745.24,3897.97,2894.51,2974.75,1010.84,993.65,8.84494,8.83219
951,2009,2015,0.0432662,1.15296,3427.84,3377.22,2618.61,3101.09,970.855,950.937,7.75861,7.51217
952,2010,NULL,0.0461042,1.5057,4216.28,4319.4,2934.63,3404.79,961.43,945.852,9.23915,9.44078
953,2011,2016,1.44588,20.5912,3301.88,3486.6,2631.16,2408.08,985.406,972.886,6.48934,7.34593
954,2012,XX77,0.833042,13.8296,3021.23,3335.3,2653.3,2171.71,981.144,960.857,6.51299,7.10761
955,2013,2024,0.0708147,NULL,2083.49,NULL,2734.64,NULL,910.034,NULL,7.91962,NULL
956,2014,3345,0.17793,0.852971,3463.74,3316,2850.93,2937.72,1002.95,996.283,7.92161,7.63017
957,2015,2043,0.0757885,0.72298,3494.84,3315.47,2835.63,2820.16,1003.51,991.953,7.95744,7.76223
958,2016,2012,0.0333771,5.43654,3617.78,3336.71,2554.13,1990.07,1011.44,986.849,6.62363,7.21666
959,2017,1883,0.0991092,1.15821,2308.85,2715,2432.12,1934.18,915.955,887.708,7.33023,7.8131
960,2018,2025,0.0273527,0.974204,4004.63,3604.68,2624.24,2687.38,1013.7,986.644,7.02083,7.40006
961,2019,2024,0.188557,35.5266,2416.81,3145.88,2702.3,2041.91,938.169,903.896,7.52717,7.1608
962,2020,2008,7.2826,108.408,3733.36,3935.8,2838.43,3011.06,982.542,953.841,8.74606,8.6407
963,2021,1883,0.175575,NULL,3769.77,NULL,3010.75,NULL,1068.06,NULL,9.81257,NULL
964,2022,2043,0.0298113,0.341457,3488.92,3496.96,2587.87,2725.75,1003.63,991.979,7.38884,7.34254
965,2023,2035,0.10897,6.03779,3254.4,3325.83,2548.6,2497.3,933.303,920.179,7.0226,7.51239
966,2024,2035,0.111959,8.10301,3379.49,3291.31,2538.04,2257.76,957.981,885.123,7.61305,7.14506
967,2025,2028,0.460087,30.9035,2885.87,2942.99,2323.63,1711.39,903.559,920.342,6.97007,6.83599
968,2026,1993,23.2562,104.869,3777.75,3699.21,2832.6,2634.2,1014.27,969.22,8.73301,8.33476
969,2027,2020,0.179963,1.12147,4188.21,4295.3,2774.86,2622.03,1005.11,1006.11,9.00165,9.0627
970,2028,1883,4.15996,45.8274,2732.45,3025.13,2468.59,2433.04,875.768,874.668,5.57715,6.51874
971,2029,NULL,0.057614,NULL,4465.65,NULL,2764.91,NULL,1004.09,NULL,10.4415,NULL
972,2030,2031,6.84863,142.609,3246.91,3446.03,2689.73,2302.76,962.502,944.431,7.69723,8.04463
973,2031,50001,0.145865,1.57609,3984.69,3954.76,2734.74,2705.55,1004.13,992.997,8.11268,8.01685
974,2032,NULL,0.0487307,NULL,4053.23,NULL,2774.4,NULL,880.322,NULL,7.98912,NULL
975,2033,2020,5.13498,73.7745,2963.98,3618.78,2834.06,2713.24,990.374,959.388,7.85782,8.44053
976,2035,NULL,2.00451,170.119,2244.69,3387.62,2694.48,2504.87,971.485,918.125,5.90265,7.51363
977,2036,2003,6.22884,63.9938,2953.69,3315.19,2756.95,2420.3,992.375,977.612,6.74644,7.51963
978,2038,2053,0.879699,50.8641,1934.63,3676.35,2704.96,2978.84,914.915,873.11,5.44639,8.11203
979,2039,NULL,0.891495,74.679,2646.5,3257.32,2734.75,2095.21,1008.24,961.785,8.25288,8.07167
980,2040,2043,0.0417718,0.199163,3751.01,3817.74,2844.01,2928.71,1013.81,1009.84,8.30528,8.58929
981,2041,2038,2.38279,18.7697,3901.02,4015.7,2630.8,2422.38,953.711,932.24,9.54671,8.99102
982,2042,NULL,0.441745,3.97772,3993.75,3796.81,2831.5,2659.97,1027.83,1024.18,10.0375,9.79309
983,2043,50001,27.0621,180.412,3894.85,3725.59,2809.12,2787.44,1005.19,955.769,8.78014,8.32636
984,2044,NULL,0.176456,2.71514,3887.12,3800.32,2789.73,2893.8,1001.73,988.441,10.3391,10.3467
985,2045,NULL,0.012983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
986,2046,2033,0.27044,19.2984,2996.15,3704.87,2764.89,2870.06,981.773,989.824,7.62448,8.1726
987,2047,50001,0.72411,40.3525,4197.8,3307.78,2177.35,2609.39,830.858,897.284,9.68924,7.80149
988,2048,2049,0.396514,11.6665,1913.7,3850.57,2300.66,1769.32,911.545,896.305,6.10983,8.88462
989,2049,2061,0.0365348,0.432877,2257.65,2374.63,2442.59,2479.15,928.787,915.456,5.71472,5.94131
990,2050,2058,0.297085,14.9469,4157.26,4131.74,2959.02,3265.44,1032.5,1025.41,9.02751,9.316
991,2051,3057,0.386331,23.9889,3418.39,3454.51,2773.77,2740.95,949.806,932.873,8.17785,7.91753
992,2052,NULL,0.0272385,NULL,2133.44,NULL,2935.38,NULL,964.99,NULL,6.9706,NULL
993,2053,3073,6.30438,112.408,3914.67,3768.64,2798.06,2805.76,978.403,920.055,9.0293,8.09216
994,2054,2060,0.033687,8.82589,4141.54,3689.6,2771.12,2948.66,961.607,968.823,9.70231,10.1191
995,2055,2033,0.34522,42.6798,2972.29,3271.51,2903.86,2332.78,987.052,965.246,7.3087,7.48513
996,2056,2050,0.466272,18.6418,4199.2,4271.07,2791.58,3173.72,923.282,952.428,9.30746,9.3389
997,2057,3484,0.580227,24.1974,1793.07,2308.29,2468.26,1719.74,914.508,824.123,4.72604,5.28797
998,2058,3084,0.466549,3.68523,4377.41,4235.2,2922.7,2978.03,1019.87,1011.53,9.1222,9.04359
999,2059,2068,0.0456715,1.11051,4272.38,4260.72,2920.44,2975.94,1022.72,1017.29,9.26105,9.19394
1000,2060,NULL,0.0336644,1.9329,3511.89,3601.59,2954.58,3008.64,965.649,959.812,7.75871,10.0014
1001,2061,3116,4.84988,140.074,3075.54,3307.16,2737.2,2377.84,983.644,954.275,7.82026,7.7342
1002,2062,2117,0.117914,30.5568,2815.68,3191.23,2713.81,1938.82,1013.54,987.386,9.30444,7.53552
1003,2063,2062,0.0441351,0.290975,3071.65,3100.38,2858.33,2929.39,1016.88,1015.31,8.22263,8.47547
1004,2064,2117,0.240383,14.0653,3503.99,3563.19,2553.93,2562.74,928.288,872.687,8.42808,8.03444
1005,2065,2058,0.0507247,6.26817,4124.76,3864.29,2991.62,3166.79,1002.86,988.59,8.87991,8.67207
1006,2066,2156,2.6359,103.258,2991.71,3029.7,2516.64,2115.63,909.411,871.333,6.39162,6.51074
1007,2067,NULL,0.042927,NULL,3285.85,NULL,2765.5,NULL,1035.26,NULL,9.32345,NULL
1008,2068,2102,0.630197,43.1724,4096.01,3760.83,2739.37,2994.43,935.957,927.823,8.98879,8.52635
1009,2069,NULL,0.248415,NULL,3448.43,NULL,2917.14,NULL,1020.49,NULL,9.04548,NULL
1010,2070,2055,0.0685218,0.750889,3286.04,3558.62,2988.22,3209.02,996.902,994.104,7.39667,7.18472
1011,2071,3073,0.0585957,0.220952,4253.26,4181.01,2758.08,2574.55,973.765,946.868,9.54482,9.19608
1012,2072,2075,0.232369,24.5804,2392.47,2882.83,3230.5,1709.36,914.299,903.466,6.73752,6.51055
1013,2073,2074,0.149949,2.32747,4316.13,4221.41,2771.62,3011.29,969.618,977.247,9.51853,9.43955
1014,2074,2102,0.194713,3.15848,4030.68,4117.38,2800.69,3133.96,995.988,984.319,8.49303,8.74175
1015,2075,3054,0.135495,1.87274,2657.47,2613.15,2881.48,2291.04,948.6,914.256,6.84719,6.71493
