id,CODI_BASE,DSL,la,dc,sre,srd,dire,dird,dife,difd,dure,durd
1,101,NULL,1.55074,45.4988,4968.02,4979.87,3396.77,3668.08,1144.72,1225.08,8.42016,9.30713
2,102,103,0.917214,21.5497,3489.5,4470.91,3714.25,3719.48,1150.14,1177.04,8.0855,9.41126
3,103,NULL,1.88816,16.5396,3843.33,4857.41,3770.81,3300.73,1221.14,1185.69,9.38851,9.74632
4,104,NULL,0.571917,NULL,5880.92,NULL,3996.34,NULL,1257.68,NULL,11.1208,NULL
5,114,NULL,0.496122,8.48947,3903.14,4509.77,3844.56,3659.6,1263.39,1243.5,9.11545,10.1038
6,115,NULL,1.27371,12.1667,4048.92,4000.95,3853.21,3025.26,1303.92,1279.21,9.53303,9.63242
7,117,NULL,0.977364,63.1075,4803.86,4441.21,3831.4,3116.6,1301.09,1282,10.6707,10.1546
8,118,119,0.722666,NULL,3464.85,NULL,3789.29,NULL,1273.5,NULL,9.74592,NULL
9,119,NULL,0.762713,55.8732,3851.29,4578.61,3862.71,3431.41,1265.01,1273.61,9.18461,10.5415
10,122,NULL,0.728168,26.959,4101.74,4211.21,3493.29,2932.9,1223.29,1187.74,9.07455,8.82942
11,126,NULL,0.620504,90.5603,4770.07,3908.67,3803.69,2589.06,1275.49,1199.14,10.3106,8.77024
12,138,229,2.72368,56.7715,5233.25,5315.91,3944.5,3998.16,1348.64,1324.97,11.516,11.2872
13,139,138,0.747179,51.6,5404.57,5456.75,3937.33,4193.06,1326.84,1324.61,11.0046,11.3546
14,141,139,12.83,NULL,5260.28,NULL,3947.61,NULL,1358.4,NULL,10.9568,NULL
15,154,2875,10.8454,NULL,4876.49,NULL,3823.58,NULL,1320.49,NULL,10.6748,NULL
16,159,NULL,0.587559,NULL,4896.32,NULL,3875.63,NULL,1324.11,NULL,10.2193,NULL
17,164,NULL,0.685784,NULL,5440.42,NULL,3941.82,NULL,1254.79,NULL,10.2991,NULL
18,228,138,0.138109,4.44152,4774.28,5471.19,3893.65,4171.93,1332.25,1276.63,11.6753,11.3866
19,229,NULL,0.297311,3.09743,5585.21,5633.19,3879.36,3915.93,1343.34,1334.6,11.5595,11.4845
20,1039,NULL,0.22987,124.975,5083.79,4349.56,3379.29,2975.52,1157.7,1159.15,10.5618,10.0653
21,1041,NULL,0.00663268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,1061,NULL,0.0299611,NULL,5111.77,NULL,3696.39,NULL,1235.71,NULL,10.2973,NULL
23,1062,NULL,0.0197129,NULL,5145.65,NULL,3300.26,NULL,1224.36,NULL,9.83874,NULL
24,1063,NULL,0.0492568,NULL,3918.23,NULL,3816.09,NULL,1254.75,NULL,10.7039,NULL
25,1064,NULL,0.0217472,NULL,5369.77,NULL,3514.04,NULL,1293.25,NULL,11.9804,NULL
26,1065,NULL,0.09814,NULL,5177,NULL,3868.48,NULL,1272.68,NULL,12.4846,NULL
27,1066,NULL,0.0841139,NULL,2586.32,NULL,3239.71,NULL,1086.61,NULL,9.54764,NULL
28,1067,NULL,0.0114389,NULL,4894.72,NULL,3790.51,NULL,1220.61,NULL,10.8793,NULL
29,1068,NULL,0.00275779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,1069,NULL,0.219276,NULL,5477.64,NULL,3561.05,NULL,1164.86,NULL,10.8282,NULL
31,1070,NULL,0.545422,15.7569,4954.15,5274.45,3590.49,4015.82,1165.48,1220.71,9.52922,10.1669
32,1071,NULL,0.10403,4.62357,5326.93,4702.88,3685.98,3693.5,1183.79,1180.79,10.0887,9.81817
33,1072,NULL,0.14131,NULL,4045.52,NULL,3938.1,NULL,1246.3,NULL,10.0464,NULL
34,1073,NULL,0.692184,109.386,3973.63,3946.23,3497.02,2551.13,1150,1146.05,8.85993,9.43465
35,1074,3178,0.0726685,5.02339,4605.18,4341.56,3636.6,3255.48,1211.51,1202.66,10.9075,10.7274
36,1075,NULL,0.0107882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1076,NULL,0.109408,NULL,5378.06,NULL,3538.24,NULL,1174.02,NULL,10.8103,NULL
38,1077,NULL,1.39195,8.07983,4740.22,4457.3,3657.27,3270.18,1216.62,1201.36,10.9845,11.0301
39,1078,NULL,24.1594,118.368,4871.42,4846.11,3784,3630.88,1239.72,1214.5,9.98225,10.0161
40,1079,NULL,0.28897,NULL,3523.22,NULL,3125.32,NULL,1070.46,NULL,8.73252,NULL
41,1080,NULL,0.824485,31.7915,2458.85,3842.06,3110.11,2329.28,1057.23,1064.21,6.0104,8.78699
42,1081,1078,0.156652,4.15681,5439.28,5277.02,3919.58,4114.54,1252.82,1250.99,10.0555,9.93288
43,1082,NULL,0.937361,15.0108,4591.49,4986.66,3775,4207.15,1162.53,1164.75,8.72197,10.082
44,1083,NULL,3.4861,642.249,2462.22,4466.14,3675.45,3352.42,1100.67,1146.46,7.30733,9.36198
45,1084,3495,0.247617,14.2393,4405.57,4410.6,3846.87,3586.48,1227.07,1211.83,10.0451,10.0199
46,1085,NULL,0.097386,NULL,3891.41,NULL,3939.94,NULL,1277.27,NULL,11.998,NULL
47,1086,NULL,0.0973041,NULL,5445.81,NULL,4136.07,NULL,1220.55,NULL,10.9721,NULL
48,1087,NULL,0.214419,NULL,3876.49,NULL,3761.58,NULL,1189.82,NULL,8.47016,NULL
49,1088,NULL,0.0734956,NULL,5487.92,NULL,3989.42,NULL,1260.69,NULL,9.97849,NULL
50,1089,NULL,0.101698,NULL,3431.55,NULL,3278.07,NULL,1049.85,NULL,5.7448,NULL
51,1090,NULL,0.475296,NULL,3996.64,NULL,3435.63,NULL,1182.66,NULL,7.90706,NULL
52,1091,1095,1.48803,62.5979,5504.13,5199.33,3868.37,4012.15,1287.57,1223.73,10.2286,10.0102
53,1092,NULL,0.0754609,NULL,4833.2,NULL,4046.97,NULL,1220.91,NULL,12.0185,NULL
54,1093,1099,2.25218,43.5273,4215.1,4856.5,3894.12,3418.19,1285.23,1269.57,11.4822,10.8665
55,1094,NULL,0.691881,25.8977,3664.29,4498.18,3286.34,2797.3,1137.13,1169.54,8.64454,9.76042
56,1095,NULL,3.51699,53.1268,3869.71,4689.94,3785.88,3448.87,1241.49,1205.44,9.54274,9.9039
57,1096,NULL,0.0243755,NULL,4824.23,NULL,4102.86,NULL,1242.92,NULL,9.74447,NULL
58,1097,NULL,0.338441,NULL,1657.2,NULL,2893.73,NULL,1073.78,NULL,3.08448,NULL
59,1098,NULL,0.130849,NULL,4282.35,NULL,3876.15,NULL,1299.85,NULL,11.8179,NULL
60,1099,NULL,10.3352,95.6702,4948.64,5144.67,3926.96,4034.15,1282.15,1232.1,11.2494,11.1453
61,1100,NULL,1.57529,42.3336,2700.51,3919.14,3016.83,2243.86,1013.88,1066.86,6.15174,8.79276
62,1101,NULL,0.0330993,NULL,3639.73,NULL,3658.45,NULL,1182.29,NULL,10.0382,NULL
63,1102,NULL,0.285763,4.6337,4712.35,4993.2,3835.95,4020.18,1268.57,1232.22,9.74514,10.0486
64,1103,NULL,0.0645853,NULL,3029.88,NULL,3589.86,NULL,1103.22,NULL,8.70088,NULL
65,1104,1108,0.217763,7.53032,5091.87,5277.57,4073.87,4345.74,1255.52,1223.65,10.0263,10.4761
66,1105,NULL,0.0352844,NULL,4089.1,NULL,4035.46,NULL,1305.78,NULL,11.7058,NULL
67,1106,NULL,0.0292072,NULL,4764.55,NULL,3994.18,NULL,1315.68,NULL,10.929,NULL
68,1107,NULL,0.120199,NULL,5283.6,NULL,4021.67,NULL,1323.75,NULL,11.8127,NULL
69,1108,NULL,0.71002,10.2247,5266.05,5294.24,3872.99,4113.24,1274.25,1241.22,10.6696,10.5242
70,1109,1099,0.0372555,0.113659,5087.79,5028.22,4045.14,4054.84,1318.4,1318.99,10.7353,10.4948
71,1110,NULL,0.0889568,NULL,4675.51,NULL,4004.4,NULL,1321.13,NULL,11.7941,NULL
72,1111,NULL,0.143535,NULL,5386.79,NULL,3971.33,NULL,1323,NULL,11.5474,NULL
73,1112,NULL,0.106242,NULL,4108.66,NULL,3810.43,NULL,1194.97,NULL,9.43859,NULL
74,1113,1083,0.623695,172.771,1405,3977.22,3304.98,2762.28,1083.57,1161.56,4.11811,8.42154
75,1114,1123,0.136556,2.97868,5068.57,5153.35,3841.79,4029.72,1306.73,1273.04,10.5247,10.8179
76,1115,NULL,0.0528606,NULL,5134.3,NULL,3930.07,NULL,1282.59,NULL,10.9374,NULL
77,1116,NULL,0.0871622,NULL,4210.23,NULL,3684.28,NULL,1156.99,NULL,8.92277,NULL
78,1117,NULL,0.137305,5.70058,4748.06,5336.08,3493.72,2287.21,1201.96,1137.3,11.3124,10.6785
79,1118,1128,7.58052,234.649,4724.66,5058.41,3772.86,3911.95,1186.39,1216.65,9.86719,9.63569
80,1119,1125,2.75371,41.4794,4552.57,4968.24,3651.92,3706.08,1169.03,1183.85,8.62107,9.18498
81,1120,1118,1.72106,17.4988,5358.68,5224.44,3695.99,3887.98,1202.45,1186.01,9.59114,9.78331
82,1121,NULL,0.181361,NULL,4462.52,NULL,3832.15,NULL,1244.02,NULL,8.95067,NULL
83,1122,NULL,0.0152278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,1123,1109,29.6943,217.988,4216.42,4452.89,3781.8,3302.36,1291.74,1249.88,9.09278,9.64857
85,1124,NULL,0.00525539,NULL,4689.85,NULL,3668.62,NULL,1263.8,NULL,12.1516,NULL
86,1125,1131,0.0253526,0.313578,5695.12,5640.44,3733.32,3698.27,1238.86,1235.23,9.08028,9.00519
87,1126,1131,0.010567,0.214774,NULL,5638.97,NULL,3863.45,NULL,1246.59,NULL,9.32303
88,1127,NULL,0.378694,61.3252,5227.85,4621.74,3601.14,2975.62,1227.01,1159.7,11.3937,11.0657
89,1128,3060,7.52121,74.1266,4778.01,5010.57,3734.99,3643.73,1245.29,1215.54,9.99434,9.94449
90,1129,NULL,0.0128028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,1130,NULL,0.0233854,NULL,5473.42,NULL,3912.92,NULL,1260.19,NULL,9.02939,NULL
92,1131,1120,1.38984,28.971,5162.46,5190.28,3765.36,4049.84,1232.89,1224.51,9.90412,9.13254
93,1132,NULL,0.176947,NULL,1938.55,NULL,2885.92,NULL,1012.07,NULL,5.32482,NULL
94,1133,NULL,0.102257,NULL,5438.55,NULL,3780.81,NULL,1296.61,NULL,9.06384,NULL
95,1134,1123,0.252892,3.94522,5146.92,5302.18,3866.9,4063.35,1291.79,1296.12,10.3835,10.6188
96,1135,NULL,0.00726082,NULL,4619.95,NULL,3881.57,NULL,1255.13,NULL,13.103,NULL
97,1136,NULL,0.159041,NULL,4545.76,NULL,3487.5,NULL,1265.43,NULL,10.327,NULL
98,1137,1123,0.238584,2.11851,5082.49,5070.55,3785.3,3838.55,1270.41,1280.76,10.0317,10.021
99,1138,1123,0.199776,11.3572,5027.83,4999.43,3651.93,3483.54,1225.53,1207.62,9.78142,9.80111
100,1139,NULL,0.0504844,NULL,5005.32,NULL,3908.91,NULL,1253.15,NULL,9.57202,NULL
101,1140,NULL,0.152877,NULL,4796.07,NULL,3766.18,NULL,1253.31,NULL,9.6203,NULL
102,1141,NULL,0.0894315,NULL,4211.7,NULL,3682.33,NULL,1246.59,NULL,8.34875,NULL
103,1142,NULL,0.49203,NULL,3611.11,NULL,3588.72,NULL,1182.26,NULL,9.08006,NULL
104,1143,1123,4.37916,173.518,4589.3,4415.09,3721.89,3179.44,1252.83,1227.47,8.90369,9.18525
105,1144,NULL,0.106046,NULL,5200.81,NULL,3581.78,NULL,1275.3,NULL,10.3809,NULL
106,1145,NULL,1.07332,35.6871,5159.32,5031.3,3790.55,3964.31,1288.28,1277.37,10.7195,11.1918
107,1146,NULL,0.12201,NULL,5264.89,NULL,3880.87,NULL,1266.11,NULL,10.9657,NULL
108,1147,1159,0.089687,1.35575,5449.58,5446.48,3861.49,4107.38,1280.23,1278.33,11.29,11.3107
109,1149,NULL,0.202729,NULL,5114.04,NULL,3651.81,NULL,1249.75,NULL,9.71071,NULL
110,1150,NULL,0.011806,NULL,4140.67,NULL,3981.92,NULL,1275.43,NULL,13.3013,NULL
111,1151,NULL,0.0304433,NULL,4274.68,NULL,3756.04,NULL,1265.51,NULL,8.70151,NULL
112,1152,NULL,0.0393466,NULL,5540.66,NULL,3886.31,NULL,1352.01,NULL,12.3088,NULL
113,1153,NULL,0.0856613,NULL,5737.94,NULL,4027.51,NULL,1264.92,NULL,12.544,NULL
114,1154,NULL,0.0134489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,1155,NULL,0.067754,NULL,5533.33,NULL,3952.35,NULL,1348.5,NULL,12.1332,NULL
116,1156,NULL,0.0289676,NULL,4236.13,NULL,4037.43,NULL,1208.73,NULL,10.2231,NULL
117,1157,NULL,4.08996,203.067,2242.05,4068.92,3405.54,2920.64,1100.01,1184.92,6.51583,9.59499
118,1158,NULL,0.0414349,NULL,5367.25,NULL,3779.78,NULL,1289.94,NULL,11.2548,NULL
119,1159,NULL,0.200249,44.7809,5282.17,5264.78,3801.58,4137.83,1277.7,1254.44,11.1945,11.0997
120,1160,NULL,0.0154468,NULL,4881.91,NULL,3608.11,NULL,1217.12,NULL,11.6223,NULL
121,1161,NULL,0.0938727,NULL,4823.64,NULL,3561.05,NULL,1207.46,NULL,10.9242,NULL
122,1162,NULL,0.0360061,NULL,4536.37,NULL,3432.28,NULL,1140.83,NULL,9.84717,NULL
123,1163,NULL,0.364555,NULL,5497.74,NULL,3725.91,NULL,1220.85,NULL,11.0162,NULL
124,1164,NULL,0.0093531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,1165,NULL,0.00487655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,1166,NULL,0.296884,27.7975,3673.45,4650.25,3478.9,3438.03,1036.45,1088.15,7.91118,9.32375
127,1167,NULL,0.10383,NULL,5103.33,NULL,3559.89,NULL,1221.24,NULL,11.0914,NULL
128,1168,1177,0.0959134,21.212,4233.51,4312.81,3452.24,3066.98,1170.77,1250.93,9.45634,9.14144
129,1169,1185,0.0945049,45.4809,2466.48,4288.5,3952.82,3290.07,1231.25,1188.8,5.97571,9.10623
130,1170,NULL,0.0156801,NULL,4595.67,NULL,3548.04,NULL,1227.82,NULL,8.84894,NULL
131,1172,NULL,2.09874,94.0804,4853.3,5294.2,3757.11,4224.86,1189.3,1234.63,9.92018,10.4338
132,1173,3337,1.13665,107.976,3449.09,4026.99,3554.41,2576.46,1197.13,1184.2,7.73653,8.516
133,1174,1181,0.0628462,8.46669,2489.33,4536.32,3864.82,2450.11,1231.4,1203.37,4.34242,8.3517
134,1175,1173,0.0832316,0.469403,3745.26,3985.45,3634.09,3640.35,1217.86,1222.64,7.32157,7.50078
135,1176,NULL,0.00395157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,1177,1250,0.435156,29.1587,4147.76,4782.13,3788.64,3731.42,1208.36,1265.87,8.12018,9.74276
137,1178,1191,0.0253957,0.567919,4723.6,4709.15,3555.24,3409.24,1253.34,1257.6,8.06364,8.18794
138,1179,NULL,0.00382178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139,1180,NULL,0.0453975,NULL,5333.85,NULL,3488.45,NULL,1119.47,NULL,12.1258,NULL
140,1181,1250,1.19461,3.52539,3396.94,3776.27,3949.3,3564.08,1302.02,1289.74,6.97518,7.53778
141,1182,1192,0.0430951,0.492513,3492.56,3511.85,3876.94,3701.25,1378.91,1372.42,9.11256,8.27996
142,1183,NULL,0.128957,NULL,5180.64,NULL,3665.85,NULL,1230.05,NULL,12.3681,NULL
143,1184,NULL,0.191111,NULL,3211.86,NULL,3587.22,NULL,1069,NULL,9.59753,NULL
144,1185,1250,0.486719,40.6013,4965.5,5067.71,3741.34,3971.91,1190.06,1216.06,10.211,10.0787
145,1186,NULL,0.0127015,NULL,2366.01,NULL,2837.9,NULL,1194.59,NULL,6.44427,NULL
146,1187,NULL,0.0765233,NULL,3546.71,NULL,3564.73,NULL,1052.15,NULL,8.75448,NULL
147,1188,NULL,0.124253,NULL,5398.11,NULL,3839.19,NULL,1186.92,NULL,12.1254,NULL
148,1189,NULL,0.00586325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,1190,NULL,0.0911272,NULL,5436.09,NULL,4122.46,NULL,1286.75,NULL,11.3478,NULL
150,1191,1245,40.0168,404.97,4630.61,4288.47,3734.15,3012.07,1207.68,1185.71,9.139,9.16836
151,1192,1250,0.350687,11.2425,4940.52,4907.61,3634.5,3404.67,1246.35,1277.01,9.78539,10.1987
152,1193,NULL,0.374501,NULL,4179.6,NULL,3713.34,NULL,1197.74,NULL,9.38432,NULL
153,1194,NULL,0.117007,11.1552,5036.05,5316.11,3892.7,4303.87,1305.22,1287.34,11.1635,11.8601
154,1195,NULL,0.0189755,NULL,5595.18,NULL,3244.76,NULL,1282.04,NULL,10.3688,NULL
155,1196,NULL,1.98479,79.6617,3354.98,4344.62,3701.08,2708.56,1191.08,1231.9,9.61184,10.4767
156,1197,NULL,0.017539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,1198,1250,0.272536,11.0886,5180.54,4856.14,3620.82,3217.62,1223.68,1248.41,9.56528,9.42489
158,1199,NULL,0.235128,NULL,2789.24,NULL,3399.11,NULL,1148.8,NULL,8.90683,NULL
159,1200,NULL,0.431005,NULL,5635.23,NULL,3549.21,NULL,1161.56,NULL,11.4988,NULL
160,1201,NULL,0.0221648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161,1202,1206,0.143883,9.57117,5594.73,5386.19,3830.18,4259.36,1264.42,1261.87,10.4962,10.696
162,1203,NULL,0.039807,NULL,5691.38,NULL,4121.6,NULL,1306.23,NULL,11.1656,NULL
163,1204,NULL,0.172404,NULL,4385.91,NULL,3691.61,NULL,1190.69,NULL,10.9486,NULL
164,1205,NULL,0.0363944,NULL,5436.31,NULL,4069.16,NULL,1329.55,NULL,10.9297,NULL
165,1206,3332,0.214926,5.55217,5385.86,5390.43,3877.29,4171.52,1290.84,1272.27,11.2234,10.9423
166,1207,NULL,0.00910074,NULL,4654.88,NULL,4198.91,NULL,1319.44,NULL,10.8823,NULL
167,1208,NULL,0.0046609,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,1209,NULL,0.839694,51.4279,5533.33,5465.45,3827.69,4256.95,1307.18,1284.21,11.4871,11.4587
169,1210,NULL,0.0364772,NULL,5535.46,NULL,3855.67,NULL,1257.64,NULL,10.6432,NULL
170,1211,NULL,0.00796249,NULL,5379.61,NULL,4082.19,NULL,1333.39,NULL,10.9671,NULL
171,1212,NULL,0.0200985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,1213,NULL,0.122378,NULL,5551.89,NULL,3994.75,NULL,1321.78,NULL,11.268,NULL
173,1214,NULL,0.00270626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,1215,NULL,0.00895467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,1216,NULL,0.00837656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,1217,NULL,0.0216125,NULL,4802.79,NULL,4003.4,NULL,1328.15,NULL,12.1489,NULL
177,1218,NULL,0.0378507,NULL,5450.22,NULL,3680.61,NULL,1306.39,NULL,11.8525,NULL
178,1219,NULL,0.164588,NULL,2761.68,NULL,3742.64,NULL,1271.64,NULL,9.90859,NULL
179,1220,NULL,0.0441506,NULL,3775.88,NULL,3658.69,NULL,1196.35,NULL,10.2598,NULL
180,1221,NULL,0.0434481,NULL,4723.8,NULL,3806.36,NULL,1316.67,NULL,10.1223,NULL
181,1222,NULL,0.0699481,NULL,5266.22,NULL,3672.27,NULL,1255.09,NULL,12.3349,NULL
182,1223,NULL,0.0176633,NULL,5407.67,NULL,3736.74,NULL,1247.69,NULL,10.6769,NULL
183,1224,NULL,0.0100445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,1225,NULL,0.0612527,NULL,4797.4,NULL,3782.46,NULL,1306,NULL,11.3257,NULL
185,1226,NULL,0.0537905,NULL,5118.19,NULL,3663.78,NULL,1244.25,NULL,10.8859,NULL
186,1227,NULL,0.0503864,NULL,4611.38,NULL,4000.9,NULL,1308,NULL,11.6523,NULL
187,1228,NULL,0.0124117,NULL,5712.26,NULL,3888.32,NULL,1224.96,NULL,11.423,NULL
188,1229,NULL,0.014264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,1230,NULL,0.0261335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,1231,NULL,0.0249592,NULL,4773.88,NULL,3988.06,NULL,1324.01,NULL,11.566,NULL
191,1232,NULL,0.033539,NULL,4850.36,NULL,3543.74,NULL,1146.04,NULL,11.2149,NULL
192,1233,NULL,0.0121374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,1234,NULL,0.282157,NULL,4318.59,NULL,3825.62,NULL,1291.9,NULL,11.0548,NULL
194,1235,NULL,0.00841326,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,1236,NULL,0.0188491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,1237,NULL,0.219116,NULL,5371.32,NULL,3796.68,NULL,1229.26,NULL,10.7954,NULL
197,1238,NULL,0.0346304,NULL,5207.45,NULL,3711.47,NULL,1176.3,NULL,10.2725,NULL
198,1239,1250,1.07139,53.2163,4867.53,4510.18,3353,3403.06,1060.18,1087.87,9.95229,9.05194
199,1240,NULL,0.165284,NULL,3605.26,NULL,3937.15,NULL,1299.92,NULL,10.3062,NULL
200,1241,NULL,0.293352,NULL,5547.16,NULL,3792.65,NULL,1241.11,NULL,11.3306,NULL
201,1242,NULL,0.0786124,NULL,3214.93,NULL,3846.9,NULL,1312.63,NULL,10.1564,NULL
202,1243,NULL,0.0283414,NULL,5203.52,NULL,3768.14,NULL,1249.39,NULL,10.5054,NULL
203,1244,NULL,0.870677,16.465,4331.91,4869.6,3699.69,3387.23,1250.15,1234.6,11.9247,11.0415
204,1245,1191,5.59334,155.489,3657.76,3913.52,3558.39,2684.25,1177.16,1146.82,8.4931,8.86776
205,1246,NULL,0.00909293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
206,1247,NULL,0.0946665,NULL,3552.05,NULL,4013.44,NULL,1320.26,NULL,9.57914,NULL
207,1248,NULL,0.0152077,NULL,4544.88,NULL,3620.77,NULL,1236.24,NULL,12.1283,NULL
208,1249,NULL,4.12079,76.6106,4846.27,5123.39,3813.45,4039.85,1271.96,1284.31,9.04216,10.8286
209,1250,NULL,48.4406,930.651,4149.02,4319.16,3162.7,3254.78,1049.81,1080.76,7.07785,8.58723
210,1251,NULL,0.0662035,NULL,4491.13,NULL,3794.56,NULL,1315.23,NULL,11.1963,NULL
211,1252,NULL,0.0610944,NULL,3870.73,NULL,3553.2,NULL,1139.23,NULL,9.65891,NULL
212,1253,NULL,0.00592188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,1254,NULL,0.0235569,NULL,4817.33,NULL,3845.62,NULL,1326.2,NULL,11.4558,NULL
214,1255,NULL,0.037128,NULL,5328.41,NULL,4111.74,NULL,1337.99,NULL,10.3729,NULL
215,1256,NULL,0.0192694,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216,1257,NULL,0.0160367,NULL,5130.91,NULL,3635.28,NULL,1332.51,NULL,10.8163,NULL
217,1258,NULL,0.0150421,NULL,4277.96,NULL,3922.05,NULL,1341.01,NULL,10.6501,NULL
218,1259,NULL,0.0868795,NULL,5467.92,NULL,3877.64,NULL,1300.4,NULL,9.9736,NULL
219,1260,NULL,0.0197422,NULL,5488.43,NULL,3644.89,NULL,1330.43,NULL,11.8986,NULL
220,1261,NULL,0.00353519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,1262,1285,13.3675,98.2908,3867.61,4823.24,3722.43,3637.76,1193.19,1158.98,9.04124,9.34105
222,1263,NULL,0.00206717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,1264,NULL,0.159979,NULL,5561.01,NULL,3972.82,NULL,1338.91,NULL,10.6848,NULL
224,1265,NULL,0.00533125,NULL,5584.07,NULL,3757.54,NULL,1260.85,NULL,10.9491,NULL
225,1266,NULL,0.00189606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
226,1267,NULL,0.516902,41.8478,3917.31,4171.31,3719.23,2673.85,1256.69,1255.3,10.3035,10.0391
227,1268,NULL,0.00296403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228,1269,NULL,0.00859377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
229,1270,NULL,0.0105172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
230,1271,NULL,0.00564765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231,1272,NULL,0.00492579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,1273,NULL,0.0179625,NULL,3327.59,NULL,4182.17,NULL,1303.98,NULL,7.84758,NULL
233,1274,NULL,0.00816951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,1275,NULL,0.230255,NULL,4693.31,NULL,3828.4,NULL,1282.54,NULL,10.5248,NULL
235,1276,NULL,0.0275406,NULL,2827.16,NULL,3835.09,NULL,1302.61,NULL,10.0317,NULL
236,1277,NULL,0.00152576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,1278,NULL,0.00751562,NULL,4138.04,NULL,4236.68,NULL,1305.26,NULL,9.08022,NULL
238,1279,NULL,0.0741529,NULL,5840.27,NULL,3969.86,NULL,1267.78,NULL,10.9268,NULL
239,1280,NULL,0.210893,NULL,3033.1,NULL,3637.65,NULL,1185.75,NULL,6.21401,NULL
240,1281,NULL,0.133214,NULL,4455.1,NULL,3821.3,NULL,1272.53,NULL,10.054,NULL
241,1282,NULL,3.65031,97.3365,3745.48,4216.61,3658.59,3264.51,1164.46,1125.58,9.48033,9.50138
242,1283,NULL,0.018071,NULL,4485.09,NULL,3605.99,NULL,1204.53,NULL,11.7741,NULL
243,1284,NULL,0.106951,NULL,5263.86,NULL,4045.95,NULL,1369.2,NULL,11.6692,NULL
244,1285,3377,3.16031,44.7432,4817.97,5156.57,3822.12,4035.96,1211.22,1222.25,10.2595,10.31
245,1286,NULL,0.0167953,NULL,5563.01,NULL,3705.59,NULL,1350.9,NULL,12.2148,NULL
246,1287,NULL,0.0403843,NULL,3724.41,NULL,4068.95,NULL,1280.55,NULL,8.34111,NULL
247,1288,NULL,0.112865,NULL,5292.18,NULL,4159.39,NULL,1352.5,NULL,12.6656,NULL
248,1290,NULL,0.100983,NULL,4939.3,NULL,4011.38,NULL,1378.48,NULL,12.8598,NULL
249,1291,NULL,0.412857,22.9409,4434.93,4738.39,3751.46,3303.46,1264.7,1260.77,11.0653,10.8398
250,1292,1285,0.127413,NULL,4970.81,NULL,3888.96,NULL,1219.1,NULL,9.81604,NULL
251,1293,NULL,0.126651,50.9788,3791.01,4687,3683.28,2947.48,1205.72,1221.56,8.86971,10.067
252,1294,NULL,0.182553,NULL,4560.72,NULL,3996.07,NULL,1305.26,NULL,9.53724,NULL
253,1295,NULL,0.00290778,NULL,5599.35,NULL,3822.63,NULL,1331.97,NULL,11.7974,NULL
